Date,Close/Last,Open,High,Low
05/11/2022,2037.99,2037.99,2041.44,2005.61
05/10/2022,2016.29,2016.29,2042.28,2000.86
05/09/2022,1992.96,1992.96,2072.77,1992.92
05/06/2022,2077.92,2085.98,2110.09,2058.33
05/05/2022,2121.84,2121.84,2181.62,2119.92
05/04/2022,2137.90,2137.90,2165.18,2136.59
05/03/2022,2158.96,2158.96,2179.23,2150.54
05/02/2022,2152.47,2152.47,2189.53,2030.20
04/29/2022,2199.27,2205.21,2218.88,2169.19
04/28/2022,2156.24,2156.24,2194.03,2144.90
04/27/2022,2170.53,2170.53,2179.79,2122.29
04/26/2022,2134.10,2134.10,2192.65,2134.10
04/25/2022,2163.63,2163.63,2189.08,2152.46
04/22/2022,2203.85,2220.99,2225.25,2201.64
04/21/2022,2233.17,2233.17,2263.78,2232.83
04/20/2022,2247.21,2247.21,2254.87,2218.91
04/19/2022,2220.36,2220.36,2225.64,2187.53
04/18/2022,2218.80,2218.80,2221.10,2218.20
04/14/2022,2223.44,2223.44,2223.44,2218.85
04/13/2022,2222.78,2212.18,2225.84,2208.14
04/12/2022,2218.40,2218.40,2233.77,2201.93
04/11/2022,2232.37,2232.37,2268.26,2230.01
04/08/2022,2272.15,2263.90,2273.40,2252.22
04/07/2022,2244.20,2244.20,2254.09,2224.90
04/06/2022,2222.64,2222.64,2254.93,2206.74
04/05/2022,2253.69,2253.69,2260.45,2234.02
04/04/2022,2226.60,2226.60,2231.97,2205.78
04/01/2022,2219.23,2207.44,2220.62,2190.96
03/31/2022,2192.80,2192.80,2226.64,2192.15
03/30/2022,2216.10,2216.10,2216.50,2187.68
03/29/2022,2212.65,2212.65,2225.75,2191.28
03/28/2022,2169.47,2169.47,2178.42,2148.49
03/25/2022,2151.58,2179.28,2182.55,2148.14
03/24/2022,2175.03,2175.03,2208.27,2171.83
03/23/2022,2197.24,2197.24,2225.25,2184.39
03/22/2022,2218.80,2218.80,2225.34,2202.15
03/21/2022,2221.07,2221.07,2224.07,2204.84
03/18/2022,2219.18,2190.35,2219.18,2179.66
03/17/2022,2196.92,2196.92,2204.82,2181.50
03/16/2022,2175.64,2175.64,2180.72,2132.49
03/15/2022,2092.15,2092.15,2107.10,2057.76
03/14/2022,2112.40,2112.40,2131.55,2077.12
03/11/2022,2073.30,2083.61,2095.98,2045.60
03/10/2022,2050.83,2050.83,2066.97,2027.06
03/09/2022,2056.09,2056.09,2056.15,2009.74
03/08/2022,1992.17,1992.17,2041.31,1967.39
03/07/2022,1992.24,1992.24,2023.38,1928.78
03/04/2022,2001.54,1999.86,2049.05,1996.92
03/03/2022,2047.44,2047.44,2098.39,2044.33
03/02/2022,2080.89,2080.89,2088.35,2049.46
03/01/2022,2090.98,2090.98,2133.05,2073.20
02/28/2022,2131.24,2103.88,2131.99,2069.02
02/25/2022,2113.85,2106.53,2116.35,2046.15
02/24/2022,2034.22,2034.22,2039.74,1971.84
02/23/2022,2078.98,2078.98,2120.92,2077.08
02/22/2022,2098.83,2098.83,2116.44,2030.33
02/18/2022,2092.40,2142.19,2148.88,2073.39
02/17/2022,2167.57,2167.57,2210.69,2163.22
02/16/2022,2197.19,2197.19,2216.30,2188.00
02/15/2022,2206.22,2206.22,2209.55,2150.09
02/14/2022,2152.80,2152.80,2159.84,2117.44
02/11/2022,2206.14,2218.31,2222.29,2193.75
02/10/2022,2235.01,2235.01,2277.67,2221.85
02/09/2022,2261.59,2261.59,2265.48,2216.73
02/08/2022,2198.05,2198.05,2232.51,2193.09
02/07/2022,2219.26,2219.26,2220.34,2182.88
02/04/2022,2183.69,2197.19,2256.19,2181.38
02/03/2022,2235.80,2235.80,2285.30,2234.82
02/02/2022,2288.16,2288.16,2291.93,2277.77
02/01/2022,2252.68,2252.68,2261.42,2240.06
01/31/2022,2227.07,2227.07,2235.45,2207.48
01/28/2022,2179.29,2169.07,2197.06,2153.40
01/27/2022,2204.51,2204.51,2216.18,2156.06
01/26/2022,2198.84,2198.84,2219.40,2176.46
01/25/2022,2163.78,2163.78,2184.88,2151.35
01/24/2022,2143.66,2143.66,2227.67,2124.52
01/21/2022,2239.51,2236.99,2259.80,2222.12
01/20/2022,2297.89,2297.89,2299.82,2263.20
01/19/2022,2282.36,2282.36,2302.94,2248.43
01/18/2022,2274.80,2274.80,2299.97,2258.40
01/14/2022,2310.38,2303.12,2313.16,2292.32
01/13/2022,2353.03,2353.03,2365.16,2345.88
01/12/2022,2361.72,2361.72,2364.93,2340.70
01/11/2022,2335.93,2335.93,2355.36,2331.08
01/10/2022,2314.49,2314.49,2386.36,2310.82
01/07/2022,2363.88,2365.72,2388.73,2356.52
01/06/2022,2396.82,2396.82,2410.72,2387.13
01/05/2022,2431.56,2431.56,2450.49,2429.53
01/04/2022,2442.45,2442.45,2462.56,2436.55
01/03/2022,2447.09,2447.09,2466.13,2440.80
12/31/2021,2446.44,2451.15,2453.46,2445.24
12/30/2021,2451.68,2451.68,2459.97,2446.07
12/29/2021,2443.00,2443.00,2458.89,2436.70
12/28/2021,2452.88,2452.88,2458.96,2438.79
12/27/2021,2434.03,2434.03,2437.02,2403.41
12/23/2021,2408.45,2412.32,2413.17,2405.75
12/22/2021,2387.63,2387.63,2387.63,2360.05
12/21/2021,2353.19,2353.19,2358.27,2334.23
12/20/2021,2314.26,2314.26,2351.41,2271.94
12/17/2021,2389.42,2373.94,2400.08,2368.63
12/16/2021,2405.34,2405.34,2415.69,2392.88
12/15/2021,2370.53,2370.53,2373.17,2352.06
12/14/2021,2346.17,2346.17,2398.01,2345.04
12/13/2021,2385.90,2385.90,2408.56,2382.57
12/10/2021,2385.86,2391.06,2397.00,2375.38
12/09/2021,2396.94,2396.94,2404.95,2391.50
12/08/2021,2391.55,2391.55,2416.48,2386.55
12/07/2021,2386.19,2386.19,2387.68,2341.33
12/06/2021,2320.05,2320.05,2326.56,2295.43
12/03/2021,2286.27,2319.68,2324.00,2284.52
12/02/2021,2311.75,2311.75,2328.05,2291.34
12/01/2021,2345.60,2345.60,2347.46,2316.72
11/30/2021,2307.87,2307.87,2332.61,2295.51
11/29/2021,2335.08,2335.08,2347.17,2312.00
11/26/2021,2314.38,2327.95,2339.72,2297.52
11/24/2021,2393.34,2382.08,2400.63,2379.87
11/23/2021,2383.09,2383.09,2418.91,2380.66
11/22/2021,2440.00,2440.00,2459.96,2437.68
11/19/2021,2450.73,2448.70,2464.84,2443.30
11/18/2021,2451.97,2451.97,2477.24,2448.03
11/17/2021,2471.30,2471.30,2473.57,2453.38
11/16/2021,2462.51,2462.51,2468.45,2454.53
11/15/2021,2457.77,2457.77,2457.96,2446.41
11/12/2021,2458.33,2455.52,2458.68,2445.79
11/11/2021,2449.13,2449.13,2450.75,2422.33
11/10/2021,2427.30,2427.30,2435.78,2415.47
11/09/2021,2437.04,2437.04,2452.42,2432.94
11/08/2021,2443.86,2443.86,2449.71,2427.74
11/05/2021,2428.21,2425.20,2452.18,2423.69
11/04/2021,2447.30,2447.30,2454.32,2440.65
11/03/2021,2429.65,2429.65,2429.65,2401.12
11/02/2021,2415.37,2415.37,2421.72,2399.08
11/01/2021,2412.38,2412.38,2415.89,2401.63
10/29/2021,2399.72,2384.40,2405.98,2375.29
10/28/2021,2405.03,2405.03,2405.11,2387.99
10/27/2021,2402.89,2402.89,2421.16,2395.89
10/26/2021,2418.72,2418.72,2420.73,2402.34
10/25/2021,2409.25,2409.25,2423.76,2398.65
10/22/2021,2420.60,2421.22,2424.55,2388.78
10/21/2021,2392.17,2392.17,2393.83,2375.90
10/20/2021,2391.34,2391.34,2391.51,2374.48
10/19/2021,2384.83,2384.83,2386.39,2364.28
10/18/2021,2365.28,2365.28,2373.02,2354.26
10/15/2021,2369.88,2358.97,2369.88,2348.37
10/14/2021,2345.59,2345.59,2352.40,2335.91
10/13/2021,2329.68,2329.68,2332.17,2283.42
10/12/2021,2291.39,2291.39,2300.05,2260.30
10/11/2021,2283.75,2283.75,2286.02,2263.71
10/08/2021,2289.65,2296.50,2306.64,2286.68
10/07/2021,2299.97,2299.97,2303.20,2279.14
10/06/2021,2264.38,2264.38,2275.47,2238.37
10/05/2021,2286.64,2286.64,2286.67,2258.17
10/04/2021,2263.76,2263.76,2287.02,2262.62
10/01/2021,2279.30,2282.66,2290.19,2256.48
09/30/2021,2296.62,2296.62,2316.19,2287.25
09/29/2021,2288.42,2288.42,2311.70,2288.42
09/28/2021,2276.26,2276.26,2331.63,2276.26
09/27/2021,2337.56,2337.56,2375.11,2334.68
09/24/2021,2358.27,2351.95,2384.33,2351.27
09/23/2021,2388.89,2388.89,2396.09,2373.19
09/22/2021,2354.29,2354.29,2359.20,2341.88
09/21/2021,2335.32,2335.32,2341.90,2313.77
09/20/2021,2310.51,2310.51,2330.45,2291.10
09/17/2021,2352.50,2374.94,2397.35,2352.03
09/16/2021,2379.72,2379.72,2388.34,2363.62
09/15/2021,2365.80,2365.80,2386.32,2361.76
09/14/2021,2379.46,2379.46,2384.77,2370.37
09/13/2021,2378.13,2378.13,2390.28,2376.37
09/10/2021,2377.52,2390.17,2393.97,2376.21
09/09/2021,2389.96,2389.96,2398.99,2373.36
09/08/2021,2392.05,2392.05,2414.27,2389.32
09/07/2021,2424.64,2424.64,2434.92,2417.22
09/03/2021,2432.64,2420.48,2435.06,2420.48
09/02/2021,2424.35,2424.35,2425.39,2402.31
09/01/2021,2400.80,2400.80,2412.77,2393.25
08/31/2021,2388.28,2388.28,2428.50,2388.28
08/30/2021,2419.33,2419.33,2420.52,2406.80
08/27/2021,2412.68,2404.67,2415.16,2402.98
08/26/2021,2412.57,2412.57,2417.14,2403.40
08/25/2021,2413.23,2413.23,2420.00,2407.81
08/24/2021,2417.26,2417.26,2432.60,2412.85
08/23/2021,2425.89,2425.89,2425.94,2408.08
08/20/2021,2409.09,2393.94,2411.02,2376.84
08/19/2021,2387.54,2387.54,2402.21,2370.73
08/18/2021,2422.16,2422.16,2426.92,2412.89
08/17/2021,2417.45,2417.45,2420.42,2395.63
08/16/2021,2403.21,2403.21,2415.35,2397.82
08/13/2021,2420.33,2417.44,2422.40,2411.02
08/12/2021,2410.67,2410.67,2411.28,2402.06
08/11/2021,2405.73,2405.73,2408.14,2394.70
08/10/2021,2400.95,2400.95,2409.59,2398.39
08/09/2021,2397.51,2397.51,2399.55,2383.27
08/06/2021,2389.61,2391.56,2405.29,2387.81
08/05/2021,2409.30,2409.30,2411.84,2398.07
08/04/2021,2391.73,2391.73,2393.25,2365.08
08/03/2021,2358.05,2358.05,2363.92,2350.63
08/02/2021,2356.76,2356.76,2366.52,2345.62
07/30/2021,2347.67,2353.58,2354.88,2329.03
07/29/2021,2353.36,2353.36,2365.63,2350.66
07/28/2021,2349.74,2349.74,2350.93,2334.36
07/27/2021,2335.94,2335.94,2349.25,2328.57
07/26/2021,2352.71,2352.71,2357.12,2347.26
07/23/2021,2353.30,2347.76,2353.30,2333.99
07/22/2021,2335.80,2335.80,2336.42,2314.90
07/21/2021,2314.74,2314.74,2316.28,2294.24
07/20/2021,2282.30,2282.30,2292.35,2261.78
07/19/2021,2269.45,2269.45,2301.29,2261.99
07/16/2021,2307.16,2310.77,2323.54,2300.03
07/15/2021,2318.07,2318.07,2340.30,2313.91
07/14/2021,2338.68,2338.68,2339.53,2323.20
07/13/2021,2337.04,2337.04,2340.95,2323.79
07/12/2021,2328.88,2328.88,2328.90,2302.21
07/09/2021,2307.95,2293.06,2309.47,2289.93
07/08/2021,2291.20,2291.20,2312.54,2282.15
07/07/2021,2315.35,2315.35,2317.48,2298.47
07/06/2021,2288.85,2288.85,2306.78,2286.04
07/02/2021,2287.61,2281.25,2288.46,2269.37
07/01/2021,2271.60,2271.60,2277.71,2253.31
06/30/2021,2253.49,2253.49,2277.09,2245.44
06/29/2021,2267.47,2267.47,2273.33,2247.59
06/28/2021,2250.00,2250.00,2261.59,2250.00
06/25/2021,2250.10,2251.10,2253.76,2247.52
06/24/2021,2253.18,2253.18,2254.53,2228.71
06/23/2021,2225.54,2225.54,2255.34,2225.54
06/22/2021,2247.36,2247.36,2249.56,2231.71
06/21/2021,2240.57,2240.57,2241.27,2204.11
06/18/2021,2221.28,2229.98,2260.61,2220.17
06/17/2021,2248.13,2248.13,2253.34,2233.50
06/16/2021,2266.42,2266.42,2271.61,2258.21
06/15/2021,2260.46,2260.46,2276.90,2256.65
06/14/2021,2260.89,2260.89,2270.39,2253.47
06/11/2021,2252.65,2255.45,2260.38,2248.50
06/10/2021,2245.07,2245.07,2248.95,2230.79
06/09/2021,2243.74,2243.74,2244.91,2234.17
06/08/2021,2237.96,2237.96,2246.88,2224.80
06/07/2021,2234.92,2234.92,2240.90,2226.74
06/04/2021,2231.85,2224.85,2234.99,2217.74
06/03/2021,2222.40,2222.40,2223.71,2199.82
06/02/2021,2216.85,2216.85,2230.42,2212.56
06/01/2021,2215.98,2215.98,2229.77,2205.20
05/28/2021,2195.57,2212.20,2213.82,2195.56
05/27/2021,2195.53,2195.53,2204.44,2188.67
05/26/2021,2194.50,2194.50,2212.95,2188.87
05/25/2021,2205.90,2205.90,2220.08,2205.90
05/24/2021,2205.45,2205.45,2211.57,2200.28
05/21/2021,2208.59,2212.30,2215.55,2195.17
05/20/2021,2195.12,2195.12,2195.76,2161.23
05/19/2021,2159.60,2159.60,2177.75,2148.03
05/18/2021,2194.35,2194.35,2199.80,2188.02
05/17/2021,2180.59,2180.59,2187.40,2163.92
05/14/2021,2172.62,2165.76,2172.88,2149.49
05/13/2021,2146.47,2146.47,2147.16,2143.06
05/12/2021,2146.63,2146.63,2164.37,2140.04
05/11/2021,2138.45,2138.45,2172.99,2127.23
05/10/2021,2191.02,2191.02,2197.41,2182.88
05/07/2021,2193.45,2185.13,2195.50,2173.14
05/06/2021,2161.34,2161.34,2176.54,2150.56
05/05/2021,2171.20,2171.20,2171.45,2143.17
05/04/2021,2123.56,2123.56,2170.57,2121.51
05/03/2021,2161.14,2161.14,2166.02,2142.99
04/30/2021,2143.41,2147.07,2163.08,2143.41
04/29/2021,2157.30,2157.30,2186.75,2155.46
04/28/2021,2166.14,2166.14,2187.71,2156.60
04/27/2021,2183.27,2183.27,2193.16,2169.98
04/26/2021,2168.42,2168.42,2176.84,2163.99
04/23/2021,2164.04,2155.21,2168.43,2151.90
04/22/2021,2163.62,2163.62,2164.00,2151.65
04/21/2021,2146.41,2146.41,2146.96,2127.54
04/20/2021,2121.35,2121.35,2163.88,2117.61
04/19/2021,2160.75,2160.75,2182.34,2160.35
04/16/2021,2174.27,2167.59,2174.27,2144.46
04/15/2021,2144.87,2144.87,2148.03,2127.44
04/14/2021,2124.89,2124.89,2139.32,2124.57
04/13/2021,2135.65,2135.65,2135.68,2119.52
04/12/2021,2117.00,2117.00,2140.10,2116.03
04/09/2021,2140.63,2135.57,2141.53,2119.24
04/08/2021,2123.92,2123.92,2126.36,2103.28
04/07/2021,2097.34,2097.34,2111.82,2094.05
04/06/2021,2103.98,2103.98,2108.19,2090.85
04/05/2021,2090.15,2090.15,2090.74,2088.26
04/01/2021,2091.93,2091.25,2091.93,2090.52
03/31/2021,2086.73,2086.73,2099.07,2080.20
03/30/2021,2086.68,2086.68,2087.43,2079.29
03/29/2021,2078.19,2078.19,2088.25,2075.43
03/26/2021,2081.76,2072.76,2081.76,2062.27
03/25/2021,2056.74,2056.74,2062.18,2042.62
03/24/2021,2060.32,2060.32,2069.34,2047.11
03/23/2021,2064.77,2064.77,2076.01,2057.80
03/22/2021,2080.40,2080.40,2084.07,2050.57
03/19/2021,2070.42,2070.98,2078.10,2057.51
03/18/2021,2077.49,2077.49,2091.98,2069.60
03/17/2021,2078.68,2078.68,2100.75,2074.64
03/16/2021,2101.83,2101.83,2103.14,2088.47
03/15/2021,2080.90,2080.90,2098.25,2078.58
03/12/2021,2079.31,2071.28,2080.99,2066.75
03/11/2021,2088.28,2088.28,2088.74,2068.23
03/10/2021,2064.09,2064.09,2066.30,2039.80
03/09/2021,2050.43,2050.43,2052.15,2011.00
03/08/2021,2013.94,2013.94,2016.23,1978.65
03/05/2021,1970.74,1985.59,1992.05,1970.70
03/04/2021,1993.27,1993.27,2008.94,1986.24
03/03/2021,2012.04,2012.04,2038.98,2001.11
03/02/2021,2031.11,2031.11,2042.24,2021.03
03/01/2021,2026.27,2026.27,2026.31,2007.35
02/26/2021,1985.68,2001.62,2017.45,1984.25
02/25/2021,2025.89,2025.89,2041.42,2021.43
02/24/2021,2015.13,2015.13,2021.35,1997.02
02/23/2021,2005.36,2005.36,2034.63,1983.30
02/22/2021,2031.25,2031.25,2045.43,2025.96
02/19/2021,2053.14,2054.68,2055.95,2037.36
02/18/2021,2044.51,2044.51,2071.18,2039.27
02/17/2021,2061.53,2061.53,2072.29,2056.03
02/16/2021,2074.14,2074.14,2079.32,2070.52
02/12/2021,2074.94,2073.47,2076.83,2065.49
02/11/2021,2034.06,2034.06,2034.06,2010.19
02/10/2021,2003.68,2003.68,2018.76,1992.44
02/09/2021,2015.99,2015.99,2022.67,2011.42
02/08/2021,2022.57,2022.57,2030.25,2020.80
02/05/2021,2018.99,2023.03,2033.31,2012.09
02/04/2021,2026.48,2026.48,2047.51,2021.14
02/03/2021,2034.19,2034.19,2042.62,2026.70
02/02/2021,2014.75,2014.75,2021.89,2001.16
02/01/2021,1995.41,1995.41,2001.34,1977.79
01/29/2021,1972.36,1987.33,2000.51,1971.84
01/28/2021,2000.38,2000.38,2014.76,1956.44
01/27/2021,2007.47,2007.47,2035.04,1982.62
01/26/2021,2036.71,2036.71,2053.84,2027.28
01/25/2021,2034.90,2034.90,2048.34,2024.74
01/22/2021,2030.73,2024.97,2034.83,2017.84
01/21/2021,2037.61,2037.61,2044.20,2032.13
01/20/2021,2026.53,2026.53,2031.45,2012.74
01/19/2021,2009.64,2009.64,2018.60,2006.63
01/15/2021,2003.42,1989.86,2007.15,1989.72
01/14/2021,2016.30,2016.30,2016.30,2002.98
01/13/2021,2003.90,2003.90,2006.40,1991.73
01/12/2021,2005.20,2005.20,2021.01,1994.87
01/11/2021,2006.94,2006.94,2022.42,2000.69
01/08/2021,2022.02,2023.60,2029.65,2015.91
01/07/2021,2011.30,2011.30,2014.20,1999.25
01/06/2021,1968.19,1968.19,1977.76,1967.60
01/05/2021,1971.94,1971.94,1984.28,1971.43
01/04/2021,1983.51,1983.51,1994.89,1976.15
12/31/2020,1960.74,1960.87,1960.87,1960.74
12/30/2020,1959.50,1959.50,1981.81,1959.50
12/29/2020,1977.62,1977.62,1984.07,1971.81
12/28/2020,1965.89,1965.89,1967.58,1944.76
12/24/2020,1939.43,1940.16,1940.98,1935.52
12/23/2020,1936.77,1936.77,1942.36,1929.45
12/22/2020,1934.42,1934.42,1940.06,1926.60
12/21/2020,1924.80,1924.80,1939.59,1904.21
12/18/2020,1954.64,1952.36,1957.62,1941.61
12/17/2020,1944.28,1944.28,1956.78,1943.75
12/16/2020,1942.21,1942.21,1942.21,1928.12
12/15/2020,1927.90,1927.90,1933.47,1913.87
12/14/2020,1925.91,1925.91,1931.13,1921.50
12/11/2020,1918.82,1914.55,1923.59,1899.47
12/10/2020,1926.66,1926.66,1942.71,1915.52
12/09/2020,1940.63,1940.63,1943.84,1929.10
12/08/2020,1934.35,1934.35,1934.48,1912.44
12/07/2020,1922.17,1922.17,1929.55,1909.07
12/04/2020,1912.21,1907.70,1916.42,1906.12
12/03/2020,1910.46,1910.46,1929.90,1906.71
12/02/2020,1925.27,1925.27,1941.13,1916.80
12/01/2020,1932.90,1932.90,1944.21,1927.82
11/30/2020,1936.00,1936.00,1962.12,1936.00
11/27/2020,1953.84,1940.04,1953.84,1928.21
11/25/2020,1935.09,1940.48,1943.86,1930.85
11/24/2020,1926.97,1926.97,1942.89,1924.73
11/23/2020,1932.04,1932.04,1950.09,1932.04
11/20/2020,1944.78,1940.89,1945.71,1921.23
11/19/2020,1924.53,1924.53,1930.91,1913.41
11/18/2020,1929.59,1929.59,1937.86,1914.69
11/17/2020,1922.97,1922.97,1933.52,1917.11
11/16/2020,1926.36,1926.36,1931.37,1913.87
11/13/2020,1915.71,1914.87,1923.50,1912.18
11/12/2020,1927.97,1927.97,1985.56,1916.09
11/11/2020,1932.16,1932.16,1939.80,1906.60
11/10/2020,1911.63,1911.63,1924.70,1900.29
11/09/2020,1917.15,1917.15,1942.22,1902.31
11/06/2020,1884.32,1886.51,1893.43,1868.77
11/05/2020,1891.86,1891.86,1894.78,1869.82
11/04/2020,1857.17,1857.17,1858.16,1787.18
11/03/2020,1810.54,1810.54,1811.71,1794.99
11/02/2020,1785.98,1785.98,1791.53,1759.17
10/30/2020,1764.37,1770.37,1774.31,1753.64
10/29/2020,1767.80,1767.80,1783.07,1755.04
10/28/2020,1770.55,1770.55,1808.91,1763.54
10/27/2020,1822.19,1822.19,1841.88,1817.06
10/26/2020,1831.82,1831.82,1861.86,1829.51
10/23/2020,1865.87,1869.78,1877.42,1863.70
10/22/2020,1865.18,1865.18,1874.71,1857.05
10/21/2020,1875.94,1875.94,1903.49,1874.26
10/20/2020,1896.60,1896.60,1906.21,1895.28
10/19/2020,1898.49,1898.49,1912.70,1894.78
10/16/2020,1898.58,1893.89,1905.09,1884.35
10/15/2020,1878.92,1878.92,1895.40,1874.08
10/14/2020,1911.10,1911.10,1917.85,1904.27
10/13/2020,1912.19,1912.19,1923.16,1908.58
10/12/2020,1918.01,1918.01,1918.08,1893.93
10/09/2020,1891.34,1887.86,1893.43,1884.91
10/08/2020,1875.55,1875.55,1881.62,1867.07
10/07/2020,1865.79,1865.79,1873.06,1860.58
10/06/2020,1860.54,1860.54,1877.26,1860.54
10/05/2020,1872.64,1872.64,1874.92,1860.01
10/02/2020,1849.68,1835.90,1849.74,1832.22
10/01/2020,1855.71,1855.71,1864.19,1849.36
09/30/2020,1848.06,1848.06,1855.11,1842.64
09/29/2020,1855.53,1855.53,1859.89,1841.28
09/28/2020,1844.62,1844.62,1845.43,1824.84
09/25/2020,1805.39,1793.86,1805.42,1780.70
09/24/2020,1799.35,1799.35,1814.07,1794.48
09/23/2020,1832.83,1832.83,1839.17,1820.58
09/22/2020,1824.66,1824.66,1837.27,1816.86
09/21/2020,1813.29,1813.29,1853.13,1807.93
09/18/2020,1862.29,1862.95,1867.89,1856.57
09/17/2020,1856.78,1856.78,1858.54,1836.38
09/16/2020,1856.55,1856.55,1856.67,1840.09
09/15/2020,1837.55,1837.55,1844.80,1820.84
09/14/2020,1819.73,1819.73,1836.65,1814.33
09/11/2020,1822.51,1823.54,1831.79,1815.90
09/10/2020,1823.12,1823.12,1837.59,1817.82
09/09/2020,1837.41,1837.41,1838.23,1796.06
09/08/2020,1798.79,1798.79,1824.93,1786.91
09/04/2020,1822.99,1799.52,1823.17,1799.34
09/03/2020,1807.21,1807.21,1857.63,1804.10
09/02/2020,1833.36,1833.36,1849.58,1824.13
09/01/2020,1812.95,1812.95,1837.56,1809.23
08/31/2020,1821.12,1821.12,1838.19,1820.98
08/28/2020,1825.26,1833.53,1841.94,1820.19
08/27/2020,1840.16,1840.16,1850.80,1838.64
08/26/2020,1843.88,1843.88,1844.77,1820.03
08/25/2020,1830.33,1830.33,1844.04,1829.62
08/24/2020,1828.01,1828.01,1837.37,1817.56
08/21/2020,1806.22,1795.12,1817.23,1792.73
08/20/2020,1802.46,1802.46,1810.92,1795.31
08/19/2020,1817.83,1817.83,1821.63,1801.43
08/18/2020,1804.79,1804.79,1822.58,1799.04
08/17/2020,1820.41,1820.41,1820.44,1801.68
08/14/2020,1800.77,1804.45,1824.13,1795.84
08/13/2020,1831.14,1831.14,1832.62,1822.73
08/12/2020,1834.18,1834.18,1835.22,1806.64
08/11/2020,1816.49,1816.49,1821.22,1797.82
08/10/2020,1785.21,1785.21,1791.61,1776.83
08/07/2020,1783.07,1782.03,1786.60,1767.25
08/06/2020,1772.74,1772.74,1790.98,1766.62
08/05/2020,1782.54,1782.54,1788.97,1778.31
08/04/2020,1780.40,1780.40,1803.77,1770.75
08/03/2020,1793.82,1793.82,1799.86,1749.08
07/31/2020,1753.77,1778.87,1792.46,1753.77
07/30/2020,1760.82,1760.82,1788.01,1749.86
07/29/2020,1788.56,1788.56,1799.59,1785.01
07/28/2020,1794.50,1794.50,1799.32,1785.94
07/27/2020,1798.50,1798.50,1801.84,1785.20
07/24/2020,1791.87,1797.84,1805.61,1787.00
07/23/2020,1824.70,1824.70,1840.02,1823.29
07/22/2020,1822.55,1822.55,1830.00,1810.92
07/21/2020,1827.98,1827.98,1841.74,1826.38
07/20/2020,1826.45,1826.45,1829.07,1799.57
07/17/2020,1798.85,1794.59,1801.99,1789.03
07/16/2020,1781.81,1781.81,1784.52,1770.52
07/15/2020,1791.94,1791.94,1794.14,1766.64
07/14/2020,1760.20,1760.20,1764.02,1742.32
07/13/2020,1768.41,1768.41,1769.80,1744.55
07/10/2020,1743.98,1742.57,1746.33,1725.04
07/09/2020,1733.26,1733.26,1753.84,1732.63
07/08/2020,1741.85,1741.85,1746.18,1730.04
07/07/2020,1742.47,1742.47,1745.60,1728.69
07/06/2020,1751.81,1751.81,1752.63,1735.04
07/02/2020,1724.45,1731.56,1740.41,1721.53
07/01/2020,1706.67,1706.67,1714.36,1688.00
06/30/2020,1694.19,1694.19,1704.80,1687.00
06/29/2020,1699.40,1699.40,1705.06,1685.70
06/26/2020,1692.06,1713.09,1720.00,1691.09
06/25/2020,1697.41,1697.41,1698.40,1666.52
06/24/2020,1689.12,1689.12,1717.90,1688.44
06/23/2020,1721.58,1721.58,1723.20,1707.44
06/22/2020,1694.02,1694.02,1706.05,1690.29
06/19/2020,1701.89,1704.97,1708.40,1699.28
06/18/2020,1695.23,1695.23,1707.48,1688.56
06/17/2020,1709.65,1709.65,1713.57,1691.35
06/16/2020,1690.02,1690.02,1700.37,1676.09
06/15/2020,1650.60,1650.60,1653.60,1610.59
06/12/2020,1651.70,1664.01,1672.76,1627.44
06/11/2020,1651.90,1651.90,1687.74,1651.90
06/10/2020,1709.62,1709.62,1727.28,1708.17
06/09/2020,1713.28,1713.28,1727.00,1700.70
06/08/2020,1721.61,1722.08,1729.16,1714.19
06/05/2020,1734.15,1726.16,1734.76,1716.44
06/04/2020,1716.07,1716.07,1722.90,1706.72
06/03/2020,1721.68,1721.68,1722.66,1702.60
06/02/2020,1699.05,1699.05,1703.82,1686.43
06/01/2020,1687.52,1687.52,1689.49,1675.74
05/29/2020,1672.56,1684.03,1684.61,1667.92
05/28/2020,1685.90,1685.90,1687.05,1656.50
05/27/2020,1639.98,1639.98,1664.82,1634.47
05/26/2020,1652.86,1652.86,1662.62,1647.10
05/22/2020,1647.10,1627.95,1652.40,1626.29
05/21/2020,1622.39,1622.39,1624.74,1621.30
05/20/2020,1623.66,1623.66,1624.16,1596.21
05/19/2020,1609.86,1609.86,1612.61,1594.50
05/18/2020,1604.36,1604.36,1604.36,1567.66
05/15/2020,1542.81,1540.89,1560.28,1537.16
05/14/2020,1535.31,1535.31,1562.59,1527.08
05/13/2020,1569.60,1569.60,1583.71,1568.61
05/12/2020,1600.54,1600.54,1600.54,1574.42
05/11/2020,1586.20,1586.20,1595.48,1574.87
05/08/2020,1584.21,1583.79,1585.91,1574.92
05/07/2020,1568.07,1568.07,1571.53,1556.76
05/06/2020,1550.76,1550.76,1569.37,1550.65
05/05/2020,1556.51,1556.51,1557.14,1540.27
05/04/2020,1527.82,1527.82,1541.89,1525.96
05/01/2020,1573.91,1579.42,1581.34,1572.12
04/30/2020,1585.27,1585.27,1605.27,1583.60
04/29/2020,1596.34,1596.34,1599.08,1573.15
04/28/2020,1581.13,1581.13,1585.29,1547.07
04/27/2020,1542.78,1542.78,1550.76,1539.05
04/24/2020,1527.71,1532.52,1537.39,1523.23
