Date,Open,High,Low,Close,Adj Close,Volume
1990-03-01,1836.000000,1975.000000,1827.000000,1972.000000,1972.000000,0
1990-04-01,1951.000000,2141.000000,1937.000000,2046.000000,2046.000000,0
1990-05-01,2056.000000,2141.000000,2048.000000,2107.000000,2107.000000,0
1990-06-01,2102.000000,2102.000000,1972.000000,2035.000000,2035.000000,0
1990-07-01,2025.000000,2046.000000,1945.000000,1965.000000,1965.000000,0
1990-08-01,1959.000000,1966.000000,1507.000000,1690.000000,1690.000000,0
1990-09-01,1668.000000,1687.000000,1472.000000,1499.000000,1499.000000,0
1990-10-01,1515.000000,1682.000000,1511.000000,1645.000000,1645.000000,0
1990-11-01,1630.000000,1654.000000,1549.000000,1605.000000,1605.000000,0
1990-12-01,1628.000000,1709.000000,1498.000000,1509.000000,1509.000000,0
1991-01-01,1504.000000,1600.000000,1425.000000,1580.000000,1580.000000,0
1991-02-01,1577.000000,1762.000000,1565.000000,1760.000000,1760.000000,0
1991-03-01,1746.000000,1855.000000,1726.000000,1816.000000,1816.000000,0
1991-04-01,1815.000000,1859.000000,1762.000000,1779.000000,1779.000000,0
1991-05-01,1793.000000,1864.400024,1785.500000,1861.800049,1861.800049,0
1991-06-01,1864.500000,1877.900024,1734.500000,1747.599976,1747.599976,0
1991-07-01,1767.699951,1785.800049,1697.099976,1754.699951,1754.699951,0
1991-08-01,1762.099976,1867.599976,1663.300049,1864.300049,1864.300049,0
1991-09-01,1859.900024,1897.300049,1838.000000,1880.599976,1880.599976,0
1991-10-01,1888.000000,1892.400024,1825.599976,1856.699951,1856.699951,0
1991-11-01,1854.699951,1872.400024,1731.500000,1739.699951,1739.699951,0
1991-12-01,1720.099976,1787.699951,1610.199951,1765.699951,1765.699951,0
1992-01-01,1755.300049,1895.800049,1746.599976,1875.300049,1875.300049,0
1992-02-01,1869.099976,2004.199951,1840.300049,1983.400024,1983.400024,0
1992-03-01,1974.800049,1997.599976,1877.500000,1942.400024,1942.400024,0
1992-04-01,1933.400024,2042.500000,1899.900024,2031.099976,2031.099976,0
1992-05-01,2023.699951,2080.800049,1995.199951,2033.300049,2033.300049,0
1992-06-01,2027.900024,2035.699951,1880.500000,1900.599976,1900.599976,0
1992-07-01,1893.000000,1900.599976,1715.400024,1754.699951,1754.699951,0
1992-08-01,1755.500000,1810.400024,1640.900024,1684.900024,1684.900024,0
1992-09-01,1680.300049,1893.599976,1659.800049,1736.699951,1736.699951,0
1992-10-01,1758.400024,1785.400024,1577.699951,1742.400024,1742.400024,0
1992-11-01,1770.099976,1831.199951,1660.400024,1771.400024,1771.400024,0
1992-12-01,1771.900024,1874.199951,1707.099976,1857.800049,1857.800049,0
1993-01-01,1834.500000,1870.400024,1755.900024,1772.199951,1772.199951,0
1993-02-01,1766.300049,1987.000000,1766.300049,1983.699951,1983.699951,0
1993-03-01,2005.199951,2050.100098,1927.199951,2031.400024,2031.400024,0
1993-04-01,2023.199951,2027.000000,1899.199951,1939.000000,1939.000000,0
1993-05-01,1925.300049,1943.099976,1821.300049,1888.699951,1888.699951,0
1993-06-01,1870.800049,1994.300049,1853.300049,1971.900024,1971.900024,0
1993-07-01,1982.699951,2099.100098,1909.800049,2085.899902,2085.899902,0
1993-08-01,2131.199951,2222.899902,2085.800049,2216.500000,2216.500000,0
1993-09-01,2205.100098,2207.600098,2052.000000,2114.600098,2114.600098,0
1993-10-01,2114.399902,2240.199951,2102.800049,2182.000000,2182.000000,0
1993-11-01,2174.300049,2191.800049,2056.899902,2110.100098,2110.100098,0
1993-12-01,2118.600098,2289.500000,2112.600098,2268.199951,2268.199951,0
1994-01-01,2263.000000,2349.199951,2217.800049,2334.399902,2334.399902,0
1994-02-01,2339.100098,2361.000000,2178.199951,2238.100098,2238.100098,0
1994-03-01,2241.699951,2260.600098,2069.399902,2081.899902,2081.899902,0
1994-04-01,2067.800049,2188.600098,2057.199951,2166.000000,2166.000000,0
