Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,1428.290039,1432.369995,1334.520020,1386.689941,1386.689941,0
2013-05-01,1377.449951,1449.619995,1343.989990,1343.989990,1343.989990,0
2013-06-01,1337.520020,1345.479980,1279.550049,1331.239990,1331.239990,0
2013-07-01,1334.439941,1432.810059,1332.260010,1377.599976,1377.599976,0
2013-08-01,1398.750000,1424.170044,1359.979980,1364.540039,1364.540039,0
2013-09-01,1366.989990,1487.810059,1366.989990,1463.130005,1463.130005,0
2013-10-01,1472.449951,1538.140015,1452.260010,1509.619995,1509.619995,0
2013-11-01,1515.150024,1517.619995,1466.819946,1479.780029,1479.780029,0
2013-12-01,1473.560059,1508.189941,1428.140015,1503.390015,1503.390015,0
2014-01-01,1465.989990,1503.599976,1453.550049,1454.050049,1454.050049,0
2014-02-01,1442.520020,1518.119995,1429.280029,1444.709961,1444.709961,0
2014-03-01,1438.020020,1438.020020,1182.890015,1369.290039,1369.290039,0
2014-04-01,1369.319946,1388.000000,1260.430054,1306.010010,1306.010010,0
2014-05-01,1304.930054,1456.660034,1289.800049,1432.030029,1432.030029,0
2014-06-01,1432.670044,1519.040039,1432.670044,1476.380005,1476.380005,0
2014-07-01,1476.280029,1531.989990,1356.640015,1379.609985,1379.609985,0
2014-08-01,1378.030029,1469.400024,1306.869995,1400.709961,1400.709961,0
2014-09-01,1401.339966,1483.599976,1386.410034,1411.069946,1411.069946,0
2014-10-01,1410.329956,1488.469971,1354.699951,1488.469971,1488.469971,0
2014-11-01,1488.150024,1548.119995,1471.290039,1533.680054,1533.680054,0
2014-12-01,1532.890015,1623.000000,1309.819946,1449.130005,1449.130005,0
2015-01-01,1563.209961,1706.290039,1553.739990,1647.689941,1647.689941,0
2015-02-01,1647.739990,1848.130005,1616.319946,1758.969971,1758.969971,0
2015-03-01,1759.250000,1825.739990,1569.689941,1626.180054,1626.180054,0
2015-04-01,1625.209961,1712.869995,1613.829956,1688.339966,1688.339966,0
2015-05-01,1689.550049,1734.329956,1609.189941,1609.189941,1609.189941,0
2015-06-01,1610.069946,1679.410034,1610.069946,1654.550049,1654.550049,0
2015-07-01,1654.569946,1669.000000,1570.459961,1669.000000,1669.000000,0
2015-08-01,1668.130005,1733.170044,1603.719971,1733.170044,1733.170044,0
2015-09-01,1705.810059,1740.219971,1606.829956,1642.969971,1642.969971,0
2015-10-01,1644.520020,1746.670044,1603.479980,1711.530029,1711.530029,0
2015-11-01,1710.900024,1873.530029,1701.250000,1771.050049,1771.050049,0
2015-12-01,1771.050049,1798.810059,1698.930054,1761.359985,1761.359985,0
2016-01-01,1761.420044,1788.079956,1583.040039,1784.920044,1784.920044,0
2016-02-01,1785.010010,1841.560059,1688.130005,1840.170044,1840.170044,0
2016-03-01,1841.430054,1923.500000,1825.989990,1871.150024,1871.150024,0
2016-04-01,1860.530029,1976.689941,1833.609985,1953.050049,1953.050049,0
2016-05-01,1932.920044,1957.180054,1861.640015,1899.010010,1899.010010,0
2016-06-01,1899.140015,1960.750000,1841.729980,1891.089966,1891.089966,0
2016-07-01,1891.030029,1959.859985,1860.550049,1944.619995,1944.619995,0
2016-08-01,1950.489990,1999.140015,1902.739990,1971.589966,1971.589966,0
2016-09-01,1976.260010,2063.129883,1967.310059,1978.000000,1978.000000,0
2016-10-01,1981.020020,2006.660034,1946.780029,1989.640015,1989.640015,0
2016-11-01,1991.699951,2116.379883,1939.660034,2104.909912,2104.909912,0
2016-12-01,2110.689941,2258.100098,2110.689941,2232.719971,2232.719971,0
2017-01-01,2237.080078,2293.989990,2136.350098,2217.389893,2217.389893,0
2017-02-01,2219.189941,2236.800049,2027.050049,2035.770020,2035.770020,0
2017-03-01,2034.280029,2076.709961,1965.229980,1995.900024,1995.900024,0
2017-04-01,1998.550049,2058.110107,1900.719971,2016.709961,2016.709961,0
2017-05-01,2022.189941,2044.239990,1893.390015,1900.380005,1900.380005,0
2017-06-01,1900.890015,1904.819946,1774.560059,1879.500000,1879.500000,0
2017-07-01,1886.719971,1972.489990,1881.979980,1919.530029,1919.530029,0
2017-08-01,1924.770020,2030.859985,1921.339966,2022.219971,2022.219971,0
2017-09-01,2021.930054,2086.649902,1992.680054,2077.189941,2077.189941,0
2017-10-01,2077.159912,2106.489990,2038.260010,2064.310059,2064.310059,0
2017-11-01,2070.679932,2191.709961,2065.689941,2100.620117,2100.620117,0
2017-12-01,2102.540039,2160.750000,2082.290039,2109.739990,2109.739990,0
2018-01-01,2111.239990,2328.479980,2111.239990,2289.989990,2289.989990,0
2018-02-01,2292.219971,2376.959961,2181.959961,2296.800049,2296.800049,0
2018-03-01,2286.409912,2326.409912,2255.949951,2285.530029,2285.530029,0
2018-04-01,2264.739990,2302.540039,2065.320068,2301.489990,2301.489990,0
2018-05-01,2304.280029,2358.590088,2274.070068,2302.879883,2302.879883,0
2018-06-01,2297.129883,2329.030029,2192.629883,2295.949951,2295.949951,0
2018-07-01,2294.100098,2379.330078,2239.770020,2321.110107,2321.110107,0
2018-08-01,2317.830078,2359.580078,2240.709961,2345.850098,2345.850098,0
2018-09-01,2344.300049,2476.860107,2305.270020,2475.360107,2475.360107,0
2018-10-01,2481.449951,2501.780029,2275.580078,2352.709961,2352.709961,0
2018-11-01,2352.939941,2454.840088,2284.300049,2392.500000,2392.500000,0
2018-12-01,2405.179932,2449.919922,2291.979980,2358.500000,2358.500000,0
2019-01-01,2370.560059,2536.280029,2350.409912,2521.100098,2521.100098,0
2019-02-01,2520.080078,2551.969971,2448.409912,2485.270020,2485.270020,0
2019-03-01,2487.439941,2520.020020,2452.090088,2497.100098,2497.100098,0
2019-04-01,2498.729980,2599.580078,2498.729980,2559.320068,2559.320068,0
2019-05-01,2558.810059,2665.419922,2506.469971,2665.330078,2665.330078,0
2019-06-01,2660.639893,2790.590088,2649.780029,2765.850098,2765.850098,0
2019-07-01,2777.080078,2848.399902,2665.209961,2739.500000,2739.500000,0
2019-08-01,2727.679932,2740.040039,2615.199951,2740.040039,2740.040039,0
2019-09-01,2742.300049,2847.010010,2735.110107,2747.179932,2747.179932,0
2019-10-01,2749.830078,2936.260010,2686.149902,2893.979980,2893.979980,0
2019-11-01,2895.469971,3009.110107,2886.590088,2935.370117,2935.370117,0
2019-12-01,2937.689941,3060.199951,2875.500000,3045.870117,3045.870117,0
2020-01-01,3059.199951,3226.889893,3057.360107,3076.649902,3076.649902,0
2020-02-01,3062.270020,3145.149902,2744.179932,2785.080078,2785.080078,0
2020-03-01,2829.469971,2875.300049,2073.870117,2508.810059,2508.810059,0
2020-04-01,2465.560059,2713.500000,2431.979980,2650.560059,2650.560059,0
2020-05-01,2623.889893,2796.850098,2564.439941,2734.830078,2734.830078,0
2020-06-01,2761.229980,2835.060059,2670.409912,2743.199951,2743.199951,0
2020-07-01,2762.560059,2919.350098,2703.350098,2911.570068,2911.570068,0
2020-08-01,2917.679932,3090.419922,2911.189941,2966.199951,2966.199951,0
2020-09-01,2976.070068,3002.250000,2857.780029,2905.810059,2905.810059,0
2020-10-01,2911.080078,2919.250000,2664.439941,2690.590088,2690.590088,0
2020-11-01,2681.189941,3150.780029,2658.489990,3107.580078,3107.580078,0
2020-12-01,3113.060059,3318.389893,3113.060059,3289.020020,3289.020020,0
2021-01-01,3306.120117,3520.659912,3272.530029,3277.080078,3277.080078,0
2021-02-01,3287.959961,3510.770020,3268.520020,3346.639893,3346.639893,0
2021-03-01,3369.679932,3602.179932,3354.090088,3541.719971,3541.719971,0
2021-04-01,3556.280029,3627.909912,3460.389893,3544.000000,3544.000000,0
2021-05-01,3557.620117,3752.800049,3556.080078,3721.629883,3721.629883,0
2021-06-01,3739.570068,3865.199951,3739.570068,3841.850098,3841.850098,0
2021-07-01,3843.280029,3915.000000,3679.439941,3771.580078,3771.580078,0
2021-08-01,3791.219971,3949.070068,3771.580078,3918.959961,3918.959961,0
2021-09-01,3924.320068,4112.310059,3918.959961,4103.520020,4103.520020,0
2021-10-01,4078.590088,4292.680176,4065.399902,4150.000000,4150.000000,0
2021-11-01,4155.240234,4245.319824,3776.610107,3890.590088,3890.590088,0
2021-12-01,3907.169922,3977.159912,3532.290039,3787.260010,3787.260010,0
2022-01-01,3825.300049,3892.330078,3158.459961,3530.379883,3530.379883,0
2022-02-01,3564.550049,3683.949951,1681.550049,2470.479980,2470.479980,0
2022-03-01,2474.520020,2761.169922,2363.620117,2703.510010,2703.510010,0
2022-04-01,2714.620117,2835.459961,2168.179932,2445.169922,2445.169922,0
2022-05-01,2444.250000,2490.169922,2229.219971,2355.750000,2355.750000,0
2022-06-01,2349.840088,2419.810059,2184.709961,2204.850098,2204.850098,0
2022-07-01,2197.899902,2273.239990,2022.160034,2213.810059,2213.810059,0
2022-08-01,null,null,null,null,null,null
2022-09-01,null,null,null,null,null,null
2022-10-01,null,null,null,null,null,null
2022-11-01,null,null,null,null,null,null
2022-12-01,null,null,null,null,null,null
2023-01-01,null,null,null,null,null,null
2023-02-01,null,null,null,null,null,null
2023-03-01,null,null,null,null,null,null
2023-04-01,null,null,null,null,null,null
2023-05-01,null,null,null,null,null,null
2023-06-01,null,null,null,null,null,null
2023-07-01,null,null,null,null,null,null
2023-08-01,null,null,null,null,null,null
